step	loss
49	0.152558833360672
99	0.1657906174659729
149	0.06239995360374451
199	0.04799773916602135
249	0.03560362383723259
299	0.03028574213385582
349	0.07565808296203613
399	0.03210083767771721
449	0.03235326707363129
499	0.03041708469390869
549	0.027814742177724838
599	0.047356270253658295
649	0.037713080644607544
699	0.12226542085409164
749	0.04488515481352806
799	0.08154942095279694
849	0.027731921523809433
899	0.03450504690408707
949	0.02664484642446041
999	0.04080522805452347
1049	0.028438081964850426
1099	0.10641356557607651
1149	0.11947735399007797
1199	0.1325996220111847
1249	0.03899231553077698
1299	0.044868215918540955
1349	0.05597076937556267
1399	0.04664240777492523
1449	0.034899577498435974
1499	0.05345398187637329
1549	0.1485929787158966
1599	0.07860051840543747
1649	0.11920883506536484
1699	0.03218485414981842
1749	0.11219470202922821
1799	0.04938916862010956
1849	0.15730959177017212
1899	0.11952092498540878
1949	0.12648417055606842
1999	0.0974133238196373
2049	0.04440372809767723
2099	0.02788853645324707
2149	0.12912017107009888
2199	0.04801226779818535
2249	0.020264213904738426
2299	0.06456591188907623
2349	0.048653751611709595
2399	0.12259440869092941
2449	0.04468083009123802
2499	0.053710877895355225
2549	0.10055661201477051
2599	0.09346906840801239
2649	0.06506769359111786
2699	0.048165805637836456
2749	0.17955558001995087
2799	0.04105077683925629
2849	0.03257085010409355
2899	0.03011506423354149
2949	0.034402035176754
2999	0.0618099570274353
3049	0.12940743565559387
3099	0.08771617710590363
3149	0.0390884205698967
3199	0.07710354030132294
3249	0.05101656913757324
3299	0.11903597414493561
3349	0.031039562076330185
3399	0.024205928668379784
3449	0.06753095984458923
3499	0.11734209954738617
3549	0.10198559612035751
3599	0.03475155681371689
3649	0.03907608613371849
3699	0.041279058903455734
3749	0.07296644151210785
3799	0.11820891499519348
3849	0.04779297858476639
3899	0.4984789490699768
3949	0.057819463312625885
3999	0.057498808950185776
4049	0.05428365617990494
4099	0.09049447625875473
4149	0.12252609431743622
4199	0.03483011946082115
4249	0.04536128789186478
4299	0.033367425203323364
4349	0.1930757761001587
4399	0.05454709753394127
4449	0.14195574820041656
4499	0.11389952898025513
4549	0.11536318063735962
4599	0.1841103732585907
4649	0.09568887948989868
4699	0.042028047144412994
4749	0.1499771922826767
4799	0.020081257447600365
4849	0.03935752436518669
4899	0.02856951579451561
4949	0.10607545077800751
4999	0.14964540302753448
5049	0.04169991612434387
