step	loss
49	0.28776103258132935
99	0.37492871284484863
149	0.09099537134170532
199	0.1578601896762848
249	0.11938496679067612
299	0.276202529668808
349	0.10443353652954102
399	0.18739168345928192
449	0.18765541911125183
499	0.27593493461608887
549	0.18270933628082275
599	0.03096100687980652
649	0.19367145001888275
699	0.10368938744068146
749	0.11044953763484955
799	0.13772395253181458
849	0.09772276878356934
899	0.09971746057271957
949	0.2676774561405182
999	0.09991590678691864
1049	0.09568837285041809
1099	0.17192241549491882
1149	0.10287197679281235
1199	0.1886264979839325
1249	0.10802362859249115
1299	0.2680964469909668
1349	0.11836646497249603
1399	0.2795369625091553
1449	0.09980326145887375
1499	0.10662280023097992
1549	0.27098584175109863
1599	0.13144581019878387
1649	0.18198800086975098
1699	0.09567006677389145
1749	0.26537176966667175
1799	0.10040564835071564
1849	0.20673780143260956
1899	0.09912382066249847
1949	0.10716196149587631
1999	0.05048060044646263
2049	0.10105687379837036
2099	0.0944417342543602
2149	0.10514162480831146
2199	0.028612103313207626
2249	0.17786066234111786
2299	0.03359926491975784
2349	0.031215598806738853
2399	0.10084851086139679
2449	0.0951617956161499
2499	0.11219333112239838
2549	0.34041628241539
2599	0.1411026418209076
2649	0.032634153962135315
2699	0.19296327233314514
2749	0.27085763216018677
2799	0.09938963502645493
2849	0.09538646042346954
2899	0.182190403342247
2949	0.09686215966939926
2999	0.030934780836105347
3049	0.20885667204856873
3099	0.014623100869357586
3149	0.01450310181826353
3199	0.11936415731906891
3249	0.11090423911809921
3299	0.103446364402771
3349	0.17802858352661133
3399	0.17514631152153015
3449	0.03031828999519348
3499	0.09858998656272888
3549	0.027691856026649475
3599	0.09904371201992035
3649	0.09624336659908295
3699	0.015917053446173668
3749	0.209156796336174
3799	0.18241751194000244
3849	0.023042410612106323
3899	0.4991665482521057
3949	0.10345965623855591
3999	0.03141268342733383
4049	0.029688715934753418
4099	0.1416386514902115
4149	0.10045085847377777
4199	0.099565289914608
4249	0.0176834873855114
4299	0.1006479486823082
4349	0.18202117085456848
4399	0.025818130001425743
4449	0.20965451002120972
4499	0.09713712334632874
4549	0.2664489150047302
4599	0.2728440463542938
4649	0.0692867636680603
4699	0.09647117555141449
4749	0.20734265446662903
4799	0.17502407729625702
4849	0.09897645562887192
4899	0.09612672030925751
4949	0.17945758998394012
4999	0.1257014125585556
5049	0.023360600695014
