step	epoch
3981	180
3999	181
4003	181
4025	182
4047	183
4049	184
4069	184
4069	184
4091	185
4099	186
4113	186
4135	187
4149	188
4157	188
4179	189
4179	189
4199	190
4201	190
4223	191
4245	192
4249	193
4267	193
4289	194
4289	194
4299	195
4311	195
4333	196
4349	197
4355	197
4377	198
4399	199
4399	199
4399	199
4400	200
4401	201
