step	loss
49	0.2102002203464508
99	0.26484590768814087
149	0.1451893448829651
199	0.06639072299003601
249	0.09091808646917343
299	0.20039227604866028
349	0.14651593565940857
399	0.07838194817304611
449	0.20021407306194305
499	0.11358603835105896
549	0.25086724758148193
599	0.2077125906944275
649	0.042222991585731506
699	0.06276416778564453
749	0.07194219529628754
799	0.39855852723121643
849	0.15239685773849487
899	0.15807482600212097
949	0.16647839546203613
999	0.16169893741607666
1049	0.2644801735877991
1099	0.055243343114852905
1149	0.2836185395717621
1199	0.28276121616363525
1249	0.07028616219758987
1299	0.055429331958293915
1349	0.27284884452819824
1399	0.12253628671169281
1449	0.16065265238285065
1499	0.18520879745483398
1549	0.16013149917125702
1599	0.2757320702075958
1649	0.28753069043159485
1699	0.26766204833984375
1749	0.06446893513202667
1799	0.1281827688217163
1849	0.17261138558387756
1899	0.04050712287425995
1949	0.06455670297145844
1999	0.15116462111473083
2049	0.27384015917778015
2099	0.1525370180606842
2149	0.0615173876285553
2199	0.04931611567735672
2249	0.17944735288619995
2299	0.08204621821641922
2349	0.04567619413137436
2399	0.07540076225996017
2449	0.15542101860046387
2499	0.276414155960083
2549	0.052564837038517
2599	0.07150410860776901
2649	0.27026259899139404
2699	0.1668759435415268
2749	0.15945009887218475
2799	0.042635127902030945
2849	0.15946970880031586
2899	0.27201569080352783
2949	0.1516214907169342
2999	0.06708528101444244
3049	0.27293574810028076
3099	0.15264266729354858
3149	0.3839017450809479
3199	0.046384625136852264
3249	0.0493490993976593
3299	0.06028447300195694
3349	0.03480406105518341
3399	0.2825644612312317
3449	0.1670832484960556
3499	0.1464984118938446
3549	0.046450577676296234
3599	0.1678943634033203
3649	0.0463080108165741
3699	0.03392910957336426
3749	0.22738072276115417
3799	0.0407591313123703
3849	0.04873686283826828
3899	0.46297287940979004
3949	0.03475169092416763
3999	0.28150659799575806
4049	0.0625089779496193
4099	0.15582436323165894
4149	0.03180728852748871
4199	0.1688426285982132
4249	0.040015555918216705
4299	0.1529674530029297
4349	0.07632900774478912
4399	0.05228876322507858
4449	0.170923113822937
4499	0.15018293261528015
4549	0.17240813374519348
4599	0.14231082797050476
4649	0.08992724865674973
4699	0.04984956979751587
4749	0.39338237047195435
4799	0.036761559545993805
4849	0.03524899482727051
4899	0.15498216450214386
4949	0.050772324204444885
4999	0.06736059486865997
5049	0.1525912880897522
5099	0.19285231828689575
5149	0.14627328515052795
5199	0.09269873052835464
5249	0.15145407617092133
5299	0.12100400775671005
5349	0.054462872445583344
5399	0.15107862651348114
5449	0.15202626585960388
5499	0.06521782279014587
5549	0.1508847177028656
5599	0.2724541425704956
5649	0.029714107513427734
5699	0.11006580293178558
5749	0.27379608154296875
5799	0.15336358547210693
5849	0.26489391922950745
5899	0.04447734355926514
5949	0.05518980324268341
5999	0.15819399058818817
6049	0.1897207349538803
6099	0.18025070428848267
6149	0.11695903539657593
6199	0.1638513207435608
6249	0.03127436339855194
6299	0.26824504137039185
6349	0.1712299883365631
6399	0.030787967145442963
